id,name,x,y,weight,distance
1,1,25,5168,-1,800
2,2,53,2901,-1,-1
3,3,162,5806,-1,-1
4,4,181,6797,-1,-1
5,5,240,7954,-1,-1
6,6,296,3579,-1,-1
7,7,325,617,-1,-1
8,8,389,4695,-1,-1
9,9,392,4846,-1,-1
10,10,437,8970,-1,-1
11,11,448,5702,-1,-1
12,12,493,446,-1,-1
13,13,516,9306,-1,-1
14,14,520,7725,-1,-1
15,15,524,9142,-1,-1
16,16,540,5665,-1,-1
17,17,579,4629,-1,-1
18,18,685,3350,-1,-1
19,19,858,2138,-1,-1
20,20,862,3365,-1,-1
21,21,872,6595,-1,-1
22,22,965,3407,-1,-1
23,23,1017,8527,-1,-1
24,24,1059,6405,-1,-1
25,25,1086,3547,-1,-1
26,26,1109,8102,-1,-1
27,27,1125,135,-1,-1
28,28,1126,3967,-1,-1
29,29,1232,8182,-1,-1
30,30,1301,9562,-1,-1
31,31,1334,9945,-1,-1
32,32,1359,5205,-1,-1
33,33,1368,8628,-1,-1
34,34,1396,4085,-1,-1
35,35,1402,396,-1,-1
36,36,1405,6288,-1,-1
37,37,1424,6789,-1,-1
38,38,1465,6701,-1,-1
39,39,1478,3265,-1,-1
40,40,1489,3425,-1,-1
41,41,1508,2945,-1,-1
42,42,1516,9440,-1,-1
43,43,1530,3493,-1,-1
44,44,1561,4207,-1,-1
45,45,1566,1571,-1,-1
46,46,1663,5124,-1,-1
47,47,1694,6919,-1,-1
48,48,1731,6158,-1,-1
49,49,1744,7116,-1,-1
50,50,1816,8229,-1,-1
51,51,1833,940,-1,-1
52,52,1835,4855,-1,-1
53,53,1896,2368,-1,-1
54,54,1964,8955,-1,-1
55,55,1994,2123,-1,-1
56,56,2138,1563,-1,-1
57,57,2153,852,-1,-1
58,58,2182,6491,-1,-1
59,59,2256,4093,-1,-1
60,60,2287,4642,-1,-1
61,61,2290,7550,-1,-1
62,62,2336,4047,-1,-1
63,63,2410,3116,-1,-1
64,64,2434,5321,-1,-1
65,65,2442,9739,-1,-1
66,66,2483,8943,-1,-1
67,67,2497,133,-1,-1
68,68,2577,9286,-1,-1
69,69,2579,2907,-1,-1
70,70,2630,4739,-1,-1
71,71,2694,6794,-1,-1
72,72,2712,6193,-1,-1
73,73,2746,3421,-1,-1
74,74,2764,4465,-1,-1
75,75,2847,5664,-1,-1
76,76,2942,3364,-1,-1
77,77,2970,5528,-1,-1
78,78,2986,6712,-1,-1
79,79,2993,4613,-1,-1
80,80,3045,3420,-1,-1
81,81,3089,9193,-1,-1
82,82,3144,614,-1,-1
83,83,3151,2350,-1,-1
84,84,3205,362,-1,-1
