id,name,x,y,weight,distance
1,1,1,2565,-1,700
2,2,9,2877,-1,-1
3,3,32,4864,-1,-1
4,4,39,2624,-1,-1
5,5,45,2992,-1,-1
6,6,46,3593,-1,-1
7,7,49,3479,-1,-1
8,8,66,2147,-1,-1
9,9,79,1459,-1,-1
10,10,86,3089,-1,-1
11,11,122,2021,-1,-1
12,12,133,181,-1,-1
13,13,133,1563,-1,-1
14,14,156,2262,-1,-1
15,15,178,2951,-1,-1
16,16,233,3001,-1,-1
17,17,234,1857,-1,-1
18,18,241,2905,-1,-1
19,19,242,718,-1,-1
20,20,242,2523,-1,-1
21,21,245,636,-1,-1
22,22,252,706,-1,-1
23,23,255,2842,-1,-1
24,24,256,1300,-1,-1
25,25,266,3947,-1,-1
26,26,280,2899,-1,-1
27,27,334,3897,-1,-1
28,28,365,3237,-1,-1
29,29,374,146,-1,-1
30,30,374,2347,-1,-1
31,31,383,4085,-1,-1
32,32,388,1367,-1,-1
33,33,423,617,-1,-1
34,34,428,3349,-1,-1
35,35,429,4906,-1,-1
36,36,456,2751,-1,-1
37,37,475,1277,-1,-1
38,38,488,491,-1,-1
39,39,490,730,-1,-1
40,40,493,4413,-1,-1
41,41,536,4013,-1,-1
42,42,544,3412,-1,-1
43,43,546,4884,-1,-1
44,44,562,1326,-1,-1
45,45,594,3438,-1,-1
46,46,606,4318,-1,-1
47,47,621,1747,-1,-1
48,48,623,4548,-1,-1
49,49,626,2727,-1,-1
50,50,647,1574,-1,-1
51,51,654,2732,-1,-1
52,52,659,4794,-1,-1
53,53,672,2507,-1,-1
54,54,680,2581,-1,-1
55,55,726,1566,-1,-1
56,56,736,3217,-1,-1
57,57,739,750,-1,-1
58,58,764,4868,-1,-1
59,59,770,2433,-1,-1
60,60,789,4409,-1,-1
61,61,802,4636,-1,-1
62,62,809,1508,-1,-1
63,63,832,1812,-1,-1
64,64,856,312,-1,-1
65,65,870,3807,-1,-1
66,66,870,4824,-1,-1
67,67,879,370,-1,-1
68,68,879,4209,-1,-1
69,69,883,2906,-1,-1
70,70,888,3101,-1,-1
71,71,901,4561,-1,-1
72,72,929,1389,-1,-1
73,73,938,4763,-1,-1
74,74,953,1423,-1,-1
75,75,974,572,-1,-1
76,76,974,2643,-1,-1
77,77,1000,2330,-1,-1
78,78,1014,4686,-1,-1
79,79,1031,1099,-1,-1
80,80,1033,2284,-1,-1
81,81,1055,3475,-1,-1
