id,name,x,y,weight,distance
1,1,8,4318,-1,100
2,2,52,2787,-1,-1
3,3,83,2828,-1,-1
4,4,88,1695,-1,-1
5,5,128,409,-1,-1
6,6,138,38,-1,-1
7,7,147,1789,-1,-1
8,8,149,1616,-1,-1
9,9,152,4816,-1,-1
10,10,204,104,-1,-1
11,11,215,4596,-1,-1
12,12,226,4013,-1,-1
13,13,230,1280,-1,-1
14,14,251,1232,-1,-1
15,15,287,1764,-1,-1
16,16,289,2484,-1,-1
17,17,296,2314,-1,-1
18,18,324,4950,-1,-1
19,19,368,1254,-1,-1
20,20,371,4850,-1,-1
21,21,391,3649,-1,-1
22,22,496,858,-1,-1
23,23,504,1289,-1,-1
24,24,552,2756,-1,-1
25,25,555,3964,-1,-1
26,26,621,2674,-1,-1
27,27,678,3842,-1,-1
28,28,680,4948,-1,-1
29,29,745,4334,-1,-1
30,30,747,2614,-1,-1
31,31,761,288,-1,-1
32,32,767,3300,-1,-1
33,33,772,2149,-1,-1
34,34,799,3240,-1,-1
35,35,814,4888,-1,-1
36,36,817,2393,-1,-1
37,37,830,1239,-1,-1
38,38,846,2239,-1,-1
39,39,853,1756,-1,-1
40,40,864,533,-1,-1
41,41,922,2726,-1,-1
42,42,933,563,-1,-1
43,43,985,597,-1,-1
44,44,1044,2591,-1,-1
45,45,1045,2070,-1,-1
46,46,1107,1680,-1,-1
47,47,1108,1778,-1,-1
48,48,1116,3430,-1,-1
49,49,1130,2154,-1,-1
50,50,1170,1538,-1,-1
51,51,1184,994,-1,-1
52,52,1211,1056,-1,-1
53,53,1212,434,-1,-1
54,54,1290,92,-1,-1
55,55,1344,813,-1,-1
56,56,1357,1318,-1,-1
57,57,1375,4760,-1,-1
58,58,1392,2580,-1,-1
59,59,1407,531,-1,-1
60,60,1451,2115,-1,-1
61,61,1453,917,-1,-1
62,62,1458,4527,-1,-1
63,63,1490,4852,-1,-1
64,64,1564,2418,-1,-1
65,65,1577,978,-1,-1
66,66,1587,2669,-1,-1
67,67,1590,1888,-1,-1
68,68,1636,3062,-1,-1
69,69,1677,2391,-1,-1
70,70,1686,2362,-1,-1
71,71,1698,4046,-1,-1
72,72,1717,4711,-1,-1
73,73,1742,4375,-1,-1
74,74,1760,1593,-1,-1
75,75,1779,1061,-1,-1
76,76,1842,2720,-1,-1
77,77,1891,3256,-1,-1
78,78,1932,4400,-1,-1
79,79,1966,2378,-1,-1
80,80,1991,2213,-1,-1
81,81,2017,2056,-1,-1
82,82,2026,643,-1,-1
83,83,2033,3658,-1,-1
84,84,2035,1895,-1,-1
85,85,2050,2999,-1,-1
86,86,2065,1361,-1,-1
87,87,2144,1055,-1,-1
88,88,2152,3404,-1,-1
89,89,2181,1144,-1,-1
90,90,2240,4896,-1,-1
91,91,2276,286,-1,-1
92,92,2336,170,-1,-1
93,93,2339,1134,-1,-1
94,94,2354,2345,-1,-1
95,95,2367,2978,-1,-1
96,96,2386,2656,-1,-1
97,97,2396,1567,-1,-1
98,98,2460,4207,-1,-1
99,99,2469,1739,-1,-1
100,100,2514,181,-1,-1
101,101,2522,3606,-1,-1
102,102,2552,4931,-1,-1
103,103,2574,4460,-1,-1
104,104,2617,1507,-1,-1
105,105,2638,2704,-1,-1
106,106,2646,3023,-1,-1
107,107,2648,2510,-1,-1
108,108,2654,2257,-1,-1
109,109,2672,1558,-1,-1
110,110,2685,978,-1,-1
111,111,2694,1699,-1,-1
112,112,2703,1319,-1,-1
113,113,2735,4925,-1,-1
114,114,2737,924,-1,-1
115,115,2763,4740,-1,-1
116,116,2804,4563,-1,-1
117,117,2838,4967,-1,-1
118,118,2846,2842,-1,-1
119,119,2873,1492,-1,-1
120,120,2976,2253,-1,-1
121,121,3046,4242,-1,-1
122,122,3054,3045,-1,-1
123,123,3073,317,-1,-1
124,124,3074,972,-1,-1
125,125,3137,4487,-1,-1
126,126,3173,3620,-1,-1
127,127,3204,186,-1,-1
128,128,3225,4894,-1,-1
129,129,3290,922,-1,-1
130,130,3296,3250,-1,-1
131,131,3316,4047,-1,-1
132,132,3353,3062,-1,-1
133,133,3354,4481,-1,-1
134,134,3359,2,-1,-1
135,135,3372,1909,-1,-1
136,136,3401,3591,-1,-1
137,137,3409,2952,-1,-1
138,138,3425,3770,-1,-1
139,139,3443,494,-1,-1
140,140,3473,1832,-1,-1
141,141,3485,164,-1,-1
142,142,3505,2617,-1,-1
143,143,3514,3367,-1,-1
144,144,3527,2285,-1,-1
145,145,3528,3585,-1,-1
146,146,3537,663,-1,-1
147,147,3585,256,-1,-1
148,148,3599,348,-1,-1
149,149,3608,2598,-1,-1
150,150,3720,883,-1,-1
151,151,3728,851,-1,-1
