id,name,x,y,weight,distance
1,1,7,3411,-1,200
2,2,20,6720,-1,-1
3,3,23,8498,-1,-1
4,4,29,4168,-1,-1
5,5,30,818,-1,-1
6,6,32,1817,-1,-1
7,7,34,6489,-1,-1
8,8,47,8564,-1,-1
9,9,51,6324,-1,-1
10,10,63,3760,-1,-1
11,11,65,3193,-1,-1
12,12,86,8449,-1,-1
13,13,88,1531,-1,-1
14,14,95,4816,-1,-1
15,15,103,3000,-1,-1
16,16,104,8663,-1,-1
17,17,106,3733,-1,-1
18,18,112,8825,-1,-1
19,19,120,4263,-1,-1
20,20,122,7608,-1,-1
21,21,130,5749,-1,-1
22,22,131,4133,-1,-1
23,23,132,3667,-1,-1
24,24,139,1694,-1,-1
25,25,147,8283,-1,-1
26,26,151,5789,-1,-1
27,27,161,9644,-1,-1
28,28,165,3988,-1,-1
29,29,171,3853,-1,-1
30,30,173,2489,-1,-1
31,31,174,8045,-1,-1
32,32,174,9601,-1,-1
33,33,175,6837,-1,-1
34,34,176,5632,-1,-1
35,35,176,8297,-1,-1
36,36,179,7935,-1,-1
37,37,185,2932,-1,-1
38,38,191,1408,-1,-1
39,39,194,1478,-1,-1
40,40,205,1963,-1,-1
41,41,206,2489,-1,-1
42,42,211,9118,-1,-1
43,43,216,3202,-1,-1
44,44,220,2308,-1,-1
45,45,221,1526,-1,-1
46,46,226,9957,-1,-1
47,47,227,855,-1,-1
48,48,227,2011,-1,-1
49,49,233,4043,-1,-1
50,50,269,168,-1,-1
51,51,272,4159,-1,-1
52,52,278,1394,-1,-1
53,53,278,3770,-1,-1
54,54,280,263,-1,-1
55,55,280,6584,-1,-1
56,56,292,7495,-1,-1
57,57,294,1335,-1,-1
58,58,300,2223,-1,-1
59,59,333,1051,-1,-1
60,60,347,4154,-1,-1
61,61,354,2156,-1,-1
62,62,354,9383,-1,-1
63,63,356,788,-1,-1
64,64,363,9944,-1,-1
65,65,365,7673,-1,-1
66,66,374,273,-1,-1
67,67,374,1842,-1,-1
68,68,381,7876,-1,-1
69,69,382,6978,-1,-1
70,70,386,4449,-1,-1
71,71,400,3125,-1,-1
72,72,415,1027,-1,-1
73,73,422,4918,-1,-1
74,74,440,7587,-1,-1
75,75,446,6169,-1,-1
76,76,450,6035,-1,-1
77,77,451,2388,-1,-1
78,78,461,5155,-1,-1
79,79,470,1704,-1,-1
80,80,472,5023,-1,-1
81,81,480,8415,-1,-1
82,82,483,4077,-1,-1
83,83,493,2037,-1,-1
84,84,500,1817,-1,-1
85,85,522,9389,-1,-1
86,86,529,5478,-1,-1
87,87,542,9199,-1,-1
88,88,556,523,-1,-1
89,89,557,983,-1,-1
90,90,565,4846,-1,-1
91,91,573,3153,-1,-1
92,92,576,7912,-1,-1
93,93,585,8052,-1,-1
94,94,590,8178,-1,-1
95,95,591,88,-1,-1
96,96,601,9996,-1,-1
97,97,605,2028,-1,-1
98,98,605,8850,-1,-1
99,99,619,6390,-1,-1
100,100,621,8858,-1,-1
101,101,627,3071,-1,-1
102,102,632,6709,-1,-1
103,103,632,7469,-1,-1
104,104,645,3768,-1,-1
105,105,646,4299,-1,-1
106,106,650,1119,-1,-1
107,107,653,4931,-1,-1
108,108,662,445,-1,-1
109,109,663,5094,-1,-1
110,110,665,9927,-1,-1
111,111,666,5871,-1,-1
112,112,673,9898,-1,-1
113,113,676,2631,-1,-1
114,114,682,1300,-1,-1
115,115,694,8123,-1,-1
116,116,695,3734,-1,-1
117,117,701,4460,-1,-1
118,118,701,6455,-1,-1
119,119,702,8186,-1,-1
120,120,710,9970,-1,-1
121,121,731,4211,-1,-1
122,122,732,3474,-1,-1
123,123,738,1900,-1,-1
124,124,791,646,-1,-1
125,125,794,2904,-1,-1
126,126,797,9176,-1,-1
127,127,798,2596,-1,-1
128,128,811,5437,-1,-1
129,129,812,6110,-1,-1
130,130,815,3206,-1,-1
131,131,834,4363,-1,-1
132,132,840,8008,-1,-1
133,133,860,1287,-1,-1
134,134,861,4412,-1,-1
135,135,953,2464,-1,-1
136,136,959,9113,-1,-1
137,137,962,5715,-1,-1
138,138,965,5187,-1,-1
139,139,974,9231,-1,-1
140,140,994,4118,-1,-1
141,141,995,9910,-1,-1
142,142,998,5510,-1,-1
143,143,1006,7481,-1,-1
144,144,1008,4145,-1,-1
145,145,1010,7870,-1,-1
146,146,1018,1120,-1,-1
147,147,1020,7516,-1,-1
148,148,1035,7501,-1,-1
149,149,1062,2093,-1,-1
150,150,1066,7185,-1,-1
151,151,1070,3542,-1,-1
152,152,1074,3664,-1,-1
153,153,1078,4763,-1,-1
154,154,1082,8380,-1,-1
155,155,1092,6449,-1,-1
156,156,1096,9634,-1,-1
157,157,1101,4298,-1,-1
158,158,1101,9017,-1,-1
159,159,1101,9438,-1,-1
160,160,1104,6929,-1,-1
161,161,1107,4298,-1,-1
162,162,1107,7798,-1,-1
163,163,1113,4074,-1,-1
164,164,1120,174,-1,-1
165,165,1122,2871,-1,-1
166,166,1125,8900,-1,-1
167,167,1127,2463,-1,-1
168,168,1127,3863,-1,-1
169,169,1129,4567,-1,-1
170,170,1146,7466,-1,-1
171,171,1154,8290,-1,-1
172,172,1155,2221,-1,-1
173,173,1157,6615,-1,-1
174,174,1161,7746,-1,-1
175,175,1168,2196,-1,-1
176,176,1173,3821,-1,-1
177,177,1174,8855,-1,-1
178,178,1178,9900,-1,-1
179,179,1179,5053,-1,-1
180,180,1185,9819,-1,-1
181,181,1190,2156,-1,-1
182,182,1192,7415,-1,-1
183,183,1197,5610,-1,-1
184,184,1203,9999,-1,-1
185,185,1219,1147,-1,-1
186,186,1219,4892,-1,-1
187,187,1224,8758,-1,-1
188,188,1253,6252,-1,-1
189,189,1257,6823,-1,-1
190,190,1258,6353,-1,-1
191,191,1271,5179,-1,-1
192,192,1274,4245,-1,-1
193,193,1275,3767,-1,-1
194,194,1275,8158,-1,-1
195,195,1277,1807,-1,-1
196,196,1277,2004,-1,-1
197,197,1282,2197,-1,-1
198,198,1302,1222,-1,-1
199,199,1302,9686,-1,-1
200,200,1305,9444,-1,-1
201,201,1319,8646,-1,-1
202,202,1324,9741,-1,-1
203,203,1329,8655,-1,-1
204,204,1330,906,-1,-1
205,205,1345,487,-1,-1
206,206,1345,3410,-1,-1
207,207,1360,7891,-1,-1
208,208,1363,5098,-1,-1
209,209,1364,9233,-1,-1
210,210,1368,5380,-1,-1
211,211,1385,1564,-1,-1
212,212,1386,9893,-1,-1
213,213,1393,7261,-1,-1
214,214,1394,3977,-1,-1
215,215,1400,2977,-1,-1
216,216,1402,963,-1,-1
217,217,1412,3992,-1,-1
218,218,1422,9786,-1,-1
219,219,1429,6593,-1,-1
220,220,1430,2986,-1,-1
221,221,1430,7038,-1,-1
222,222,1436,3013,-1,-1
223,223,1439,4213,-1,-1
224,224,1453,6234,-1,-1
225,225,1466,4315,-1,-1
226,226,1468,7696,-1,-1
