id,name,x,y,weight,distance
1,1,23,260,-1,350
2,2,25,1032,-1,-1
3,3,29,1367,-1,-1
4,4,50,1016,-1,-1
5,5,70,1393,-1,-1
6,6,106,43,-1,-1
7,7,111,1136,-1,-1
8,8,161,833,-1,-1
9,9,164,1248,-1,-1
10,10,166,1002,-1,-1
11,11,170,881,-1,-1
12,12,182,987,-1,-1
13,13,193,276,-1,-1
14,14,197,915,-1,-1
15,15,212,917,-1,-1
16,16,242,925,-1,-1
17,17,319,258,-1,-1
18,18,324,1165,-1,-1
19,19,350,938,-1,-1
20,20,358,881,-1,-1
21,21,379,417,-1,-1
22,22,395,1117,-1,-1
23,23,413,1456,-1,-1
24,24,417,780,-1,-1
25,25,430,1151,-1,-1
26,26,457,380,-1,-1
27,27,492,1135,-1,-1
28,28,527,1441,-1,-1
29,29,543,923,-1,-1
30,30,554,270,-1,-1
31,31,563,664,-1,-1
32,32,563,1149,-1,-1
33,33,571,1181,-1,-1
34,34,574,674,-1,-1
35,35,578,1049,-1,-1
36,36,587,999,-1,-1
37,37,589,563,-1,-1
38,38,600,700,-1,-1
39,39,627,981,-1,-1
40,40,630,944,-1,-1
41,41,636,687,-1,-1
42,42,650,1258,-1,-1
43,43,667,52,-1,-1
44,44,697,49,-1,-1
45,45,699,1297,-1,-1
46,46,710,1130,-1,-1
47,47,721,1261,-1,-1
48,48,738,483,-1,-1
49,49,772,1194,-1,-1
50,50,785,1267,-1,-1
51,51,815,975,-1,-1
52,52,840,745,-1,-1
53,53,850,788,-1,-1
54,54,855,43,-1,-1
55,55,899,1322,-1,-1
56,56,919,89,-1,-1
57,57,926,1278,-1,-1
58,58,943,943,-1,-1
59,59,943,1446,-1,-1
60,60,945,488,-1,-1
61,61,955,1038,-1,-1
62,62,960,726,-1,-1
63,63,964,544,-1,-1
64,64,981,1100,-1,-1
65,65,1000,538,-1,-1
66,66,1010,304,-1,-1
67,67,1017,159,-1,-1
68,68,1031,340,-1,-1
69,69,1045,1263,-1,-1
70,70,1055,283,-1,-1
71,71,1065,475,-1,-1
72,72,1073,897,-1,-1
73,73,1075,430,-1,-1
74,74,1097,965,-1,-1
75,75,1141,709,-1,-1
76,76,1151,295,-1,-1
77,77,1157,576,-1,-1
78,78,1182,1481,-1,-1
79,79,1206,1281,-1,-1
80,80,1209,566,-1,-1
81,81,1209,1251,-1,-1
82,82,1210,736,-1,-1
83,83,1234,1395,-1,-1
84,84,1236,684,-1,-1
85,85,1258,1348,-1,-1
86,86,1265,369,-1,-1
87,87,1266,657,-1,-1
88,88,1287,554,-1,-1
89,89,1315,717,-1,-1
90,90,1354,821,-1,-1
91,91,1382,388,-1,-1
92,92,1408,547,-1,-1
93,93,1427,419,-1,-1
94,94,1432,922,-1,-1
95,95,1435,446,-1,-1
96,96,1436,350,-1,-1
97,97,1455,1353,-1,-1
98,98,1463,403,-1,-1
99,99,1481,522,-1,-1
100,100,1491,1205,-1,-1
